3	antsRegistrationTest_ScaleRotationRescaleHeadMasks_Float	0.89
3	antsRegistrationTest_SyNScaleNoMasks	1.73
3	antsRegistrationTest_SyNScaleNoMasks_Float	1.47
3	antsRegistrationTest_initialize_transforms_per_stage	0.56
25/35 Test  #25: antsRegistrationTest_initializePerStage_ComparisonTesting ...***Not Run   0.00 sec
3	ANTS_ROT_GSYN	14.42
3	ANTS_ROT_GSYN_WARP	0.59
3	ANTS_ROT_GSYN_INVERSEWARP	0.65
3	ANTS_ROT_EXP	7.45
3	ANTS_ROT_EXP_WARP	0.55
3	ANTS_ROT_EXP_WARP2	0.38
3	ANTS_ROT_EXP_INVERSEWARP	0.66
3	ANTS_ROT_EXP_INVERSEWARP2	0.38
34/35 Test #169: ANTS_SYN_WITH_TIME ..........................................***Failed   12.53 sec
35/35 Test #170: ANTS_SYN_WITH_TIME_WARP .....................................***Failed    0.05 sec
